Unnamed: 0,Mother_Eductaion,Revision_Time,Father_Education,Wants_Higher_Education,Age,Past_Class_Failures,Week_Drugs_Consumption,Abscence,Extra_Activities,Internet_Access,Final_grade
152,3,3,3,yes,15,2,3,8,yes,yes,Medium
390,2,4,2,yes,18,0,1,6,yes,no,Medium
472,2,1,2,yes,16,0,1,0,yes,no,High
411,4,3,4,yes,17,0,2,2,no,yes,Medium
111,3,3,3,yes,16,1,1,0,yes,yes,Low
226,3,2,2,yes,17,0,3,10,yes,yes,High
341,4,2,4,yes,19,0,3,2,yes,yes,Medium
103,3,2,2,yes,15,0,1,26,no,yes,Low
26,2,1,2,yes,15,0,2,8,no,yes,Medium
24,2,3,4,yes,15,0,1,2,yes,yes,Medium
406,3,1,1,yes,17,1,1,6,no,yes,Medium
191,3,2,3,yes,17,0,4,4,yes,yes,Medium
437,0,1,2,yes,16,0,2,0,yes,no,Medium
277,1,2,1,yes,17,0,2,4,no,no,Medium
119,3,1,4,yes,15,0,2,6,no,yes,Medium
53,4,1,4,yes,15,0,3,0,no,yes,Medium
151,2,1,1,yes,16,1,5,6,yes,no,Medium
8,3,2,2,yes,15,0,1,0,no,yes,High
613,3,2,3,yes,18,0,1,0,no,no,Medium
207,4,2,3,yes,16,0,1,10,yes,yes,Medium
263,2,2,2,no,18,0,5,16,no,yes,Low
506,3,2,3,yes,20,1,4,8,yes,yes,Medium
418,2,1,3,yes,18,0,5,13,no,yes,Medium
8,3,2,2,yes,15,0,1,0,no,yes,High
466,3,1,1,yes,15,0,3,0,no,no,Medium
36,4,3,3,yes,15,0,1,2,yes,yes,High
57,4,2,4,yes,15,0,1,8,yes,no,High
256,2,1,2,no,18,1,2,26,yes,yes,Low
253,2,1,1,yes,16,0,3,0,yes,no,Low
303,3,4,2,yes,17,0,2,0,yes,yes,High
450,2,2,3,yes,16,0,2,2,no,yes,High
176,1,1,2,yes,15,0,4,2,yes,no,Low
228,4,1,4,yes,17,0,2,6,no,no,Medium
363,3,1,4,yes,18,0,1,4,yes,yes,Medium
497,3,4,3,yes,17,1,4,0,yes,no,Medium
262,3,3,2,yes,18,0,1,1,yes,no,Medium
215,2,2,3,yes,16,0,3,4,yes,no,Medium
297,4,2,3,yes,18,0,2,10,no,yes,Low
19,4,1,3,yes,16,0,3,6,yes,yes,Medium
150,1,1,1,no,18,3,5,0,no,yes,Low
608,1,2,1,yes,18,0,2,2,no,no,Medium
245,2,2,2,yes,17,0,1,0,yes,yes,Medium
553,1,1,0,yes,17,0,1,4,no,no,Medium
155,2,1,1,yes,17,0,2,22,no,yes,Low
448,4,3,4,yes,16,0,1,6,yes,yes,High
93,4,2,2,yes,16,0,1,2,yes,yes,Medium
315,2,2,1,yes,18,0,2,8,no,yes,High
147,1,2,2,yes,15,0,1,2,no,yes,Medium
146,3,2,2,yes,15,3,1,0,no,yes,Low
375,0,3,2,yes,17,0,3,0,no,yes,High
599,4,1,4,yes,18,0,1,5,yes,yes,Medium
395,4,2,4,yes,18,0,2,0,yes,yes,Medium
264,2,1,2,no,17,1,1,8,no,yes,Medium
348,4,3,3,yes,17,0,3,0,yes,yes,High
68,2,2,2,yes,15,0,3,0,no,yes,Medium
325,4,3,4,yes,18,0,2,3,yes,yes,Medium
186,1,1,2,yes,16,0,2,2,yes,yes,Medium
123,4,1,4,yes,16,0,4,18,yes,yes,Medium
516,4,2,4,yes,16,0,3,0,yes,yes,High
213,4,2,4,yes,16,0,2,0,no,yes,Medium
143,1,1,1,yes,16,0,3,2,no,yes,Medium
356,4,1,4,yes,17,0,1,2,yes,yes,High
629,1,1,2,yes,17,0,3,4,yes,yes,Low
197,3,1,3,yes,16,0,5,8,yes,yes,Medium
214,4,2,3,yes,16,0,5,2,yes,yes,High
279,4,1,3,yes,18,0,2,8,yes,yes,Medium
293,3,4,1,yes,17,0,1,6,no,no,High
493,0,1,1,yes,17,0,5,5,yes,no,Medium
5,4,2,3,yes,16,0,2,6,yes,yes,Medium
122,2,2,4,yes,16,0,2,2,yes,yes,Medium
183,3,2,3,yes,17,0,3,56,yes,yes,Low
202,1,2,1,yes,17,0,3,4,no,no,Medium
43,2,1,2,yes,15,0,1,0,no,yes,Medium
246,2,1,3,yes,17,0,1,4,no,yes,Medium
20,4,2,3,yes,15,0,1,0,no,yes,Medium
433,4,1,4,yes,15,0,5,0,no,yes,Medium
421,1,1,0,yes,20,1,1,5,no,yes,Medium
571,2,1,1,no,19,3,3,4,yes,yes,Low
424,2,2,2,yes,16,0,1,0,yes,yes,Medium
551,3,2,2,yes,17,0,2,0,no,yes,Medium
129,4,1,4,yes,16,0,5,8,yes,yes,High
242,2,2,1,yes,18,0,5,2,yes,yes,Medium
7,4,2,4,yes,17,0,1,2,no,no,Medium
441,1,2,1,yes,17,0,4,4,no,yes,Low
427,2,2,3,yes,16,0,2,0,no,no,High
340,3,1,3,yes,17,0,3,0,no,yes,High
578,3,2,3,yes,17,1,3,4,no,yes,Low
219,2,3,2,yes,17,0,1,4,yes,yes,Medium
246,4,2,4,yes,17,0,3,0,yes,yes,Medium
625,2,1,3,yes,18,0,2,0,no,yes,Medium
408,2,2,2,no,18,0,3,11,yes,yes,Medium
464,1,1,1,yes,16,0,4,6,yes,no,Medium
585,3,3,1,no,17,0,2,5,no,no,Low
229,3,2,2,yes,17,0,3,2,no,yes,High
500,1,1,2,no,17,1,5,12,yes,yes,Low
416,3,2,2,yes,17,0,2,10,no,yes,High
386,4,1,4,yes,18,0,2,7,yes,yes,Low
638,2,2,3,yes,17,0,1,4,yes,yes,High
114,2,2,1,yes,15,0,1,4,yes,yes,Medium
267,4,2,4,yes,18,0,2,8,yes,yes,Medium
478,1,2,1,yes,16,3,1,0,no,no,Low
46,3,2,3,yes,16,0,4,6,no,yes,Medium
101,4,3,4,yes,16,0,1,0,yes,yes,High
112,2,2,2,yes,16,1,1,6,yes,yes,Medium
296,2,2,1,yes,18,0,2,2,yes,yes,High
232,4,2,4,yes,17,0,3,14,yes,yes,Medium
532,2,2,1,yes,16,0,4,2,no,yes,Low
212,4,1,4,yes,17,1,3,30,no,yes,High
276,2,1,1,yes,16,0,1,7,no,yes,High
373,1,1,2,yes,17,0,3,14,yes,yes,Low
268,4,2,4,yes,17,0,3,0,no,yes,Medium
505,1,1,1,yes,17,0,2,0,yes,yes,Medium
233,4,2,4,yes,16,0,4,2,yes,yes,Medium
611,2,3,2,yes,18,0,1,5,no,yes,High
442,4,2,1,yes,15,0,2,0,yes,yes,Medium
281,0,1,2,yes,16,0,4,0,no,yes,Medium
317,4,3,3,yes,18,0,1,9,yes,yes,Medium
253,2,2,4,yes,18,1,1,18,no,yes,Medium
15,4,1,4,yes,16,0,2,6,no,yes,High
567,3,1,2,no,18,1,2,0,no,yes,Low
314,1,2,2,yes,17,0,2,2,yes,no,High
358,1,1,1,yes,18,0,2,4,no,yes,Medium
258,2,2,1,yes,18,0,2,8,yes,yes,High
349,3,4,2,yes,17,0,2,0,yes,yes,High
232,2,1,3,yes,17,0,4,4,no,no,Medium
237,2,2,2,yes,18,3,5,9,no,yes,Medium
282,1,4,1,yes,18,0,1,1,yes,no,Medium
376,4,3,2,yes,20,2,1,4,no,yes,High
384,4,1,2,yes,18,1,3,14,no,no,Low
224,4,3,4,yes,16,0,1,0,yes,yes,Medium
623,4,3,4,yes,18,0,2,0,no,yes,High
473,2,1,1,yes,16,0,3,4,yes,yes,Medium
77,2,4,2,yes,16,0,3,1,no,yes,Medium
347,4,3,3,yes,18,0,3,0,no,yes,Medium
110,4,1,4,yes,15,0,1,4,yes,yes,Medium
244,4,2,3,yes,17,0,2,0,yes,yes,Medium
645,3,2,1,yes,18,0,1,4,no,yes,High
402,4,3,3,yes,17,0,3,0,yes,yes,Medium
596,4,2,2,yes,17,0,2,0,no,yes,High
570,2,1,2,yes,16,0,4,6,yes,yes,Low
224,3,4,3,yes,19,0,2,4,yes,yes,Medium
518,2,2,4,yes,18,1,3,8,no,yes,Low
538,2,3,2,yes,16,0,2,2,no,no,Medium
250,2,2,2,yes,17,0,5,0,yes,yes,High
509,1,2,1,yes,16,0,1,0,no,no,High
161,4,1,4,no,16,0,1,16,no,yes,Low
628,2,3,2,yes,17,0,1,8,yes,no,Medium
182,2,2,2,yes,16,0,1,0,no,yes,Medium
400,4,3,3,yes,18,0,2,4,no,yes,High
85,4,2,4,yes,15,2,3,6,no,yes,Low
242,4,1,3,yes,16,0,1,0,yes,yes,Low
303,3,3,3,yes,17,0,1,2,yes,no,Medium
537,2,1,1,yes,15,0,2,11,yes,yes,Medium
159,3,2,3,yes,16,1,4,4,no,yes,Medium
129,2,3,3,yes,16,0,2,4,no,yes,Medium
35,2,1,3,yes,15,0,1,0,yes,no,Low
145,3,1,3,yes,16,0,1,4,yes,yes,Medium
170,3,1,4,yes,16,2,4,0,yes,yes,Low
259,1,3,1,yes,17,0,2,10,yes,yes,Medium
554,1,1,1,no,17,0,2,3,yes,yes,Medium
520,1,2,1,yes,16,0,3,6,no,yes,Low
510,2,2,2,yes,17,0,1,0,yes,no,High
612,4,2,3,yes,17,1,3,4,yes,yes,Medium
338,3,4,1,yes,17,0,1,0,no,no,High
95,1,4,1,yes,15,1,1,2,yes,yes,Low
168,2,2,3,yes,15,0,1,0,yes,no,Low
240,4,2,3,yes,17,0,4,14,yes,yes,Medium
347,4,3,4,yes,17,0,1,0,yes,yes,Low
468,2,1,2,yes,15,0,2,1,no,no,Medium
179,3,1,2,no,17,3,1,10,yes,no,Low
295,4,2,3,yes,19,0,1,4,no,yes,Medium
65,4,2,3,yes,16,0,2,2,yes,yes,High
158,3,2,2,yes,15,1,1,2,no,yes,Medium
462,1,2,1,yes,15,0,2,0,no,no,Medium
541,2,2,2,yes,17,0,1,0,no,no,Medium
206,3,2,1,yes,16,3,2,5,no,yes,Low
392,1,1,1,yes,21,3,3,3,no,no,Low
399,3,3,2,yes,18,0,3,4,no,yes,High
475,2,3,2,yes,15,0,1,0,yes,no,Medium
2,1,2,1,yes,15,0,3,6,no,yes,Medium
371,2,1,2,yes,18,0,4,2,yes,yes,Medium
511,1,2,0,yes,17,0,1,1,no,yes,Medium
217,3,2,3,yes,18,1,4,13,no,yes,Low
4,3,2,3,yes,16,0,2,4,no,no,Low
373,2,3,2,yes,17,0,2,0,yes,yes,Medium
247,4,2,4,yes,16,0,4,0,yes,yes,Medium
561,1,2,1,yes,18,0,4,6,yes,no,Medium
217,2,1,2,yes,17,0,2,21,no,yes,Medium
343,4,4,3,yes,18,0,1,0,no,yes,High
151,4,3,4,yes,16,0,3,0,yes,yes,Medium
330,2,2,1,yes,18,0,1,10,yes,yes,Medium
582,1,1,1,no,19,0,1,0,no,no,Low
288,2,2,1,yes,18,0,3,2,no,yes,Medium
98,4,1,4,yes,16,0,2,6,yes,yes,Medium
409,3,2,4,yes,18,0,4,9,yes,yes,Medium
332,2,3,2,yes,18,0,2,0,no,yes,High
178,1,2,1,no,17,0,5,0,yes,no,Low
11,2,3,1,yes,15,0,1,0,yes,yes,Medium
107,3,3,3,yes,16,0,1,4,yes,yes,Medium
47,4,4,3,yes,16,0,1,4,yes,yes,High
32,4,2,3,yes,15,0,1,0,yes,yes,High
384,3,1,2,yes,19,0,2,0,no,no,Medium
444,3,2,4,yes,16,0,2,4,no,no,Medium
200,4,2,3,yes,16,0,5,2,yes,yes,High
134,3,2,4,yes,15,0,1,0,no,no,Low
27,4,1,2,yes,15,0,4,4,no,yes,High
543,4,1,4,yes,17,3,3,2,yes,yes,Low
230,4,2,3,yes,17,0,2,14,yes,yes,Medium
94,2,4,2,yes,15,0,1,2,yes,yes,Medium
377,4,3,4,yes,18,0,2,0,yes,yes,Medium
378,3,2,3,yes,18,0,2,0,no,yes,High
288,2,3,1,yes,18,0,3,6,yes,yes,High
23,2,2,2,yes,16,0,4,2,yes,yes,Medium
279,3,1,1,no,22,3,5,12,no,yes,Low
391,3,1,1,yes,17,0,4,3,no,yes,High
197,3,2,3,yes,17,0,3,32,yes,yes,Medium
103,3,2,2,yes,15,0,1,16,no,yes,Medium
138,1,2,1,yes,16,1,3,0,no,no,Medium
62,1,2,2,yes,16,0,1,4,yes,yes,Low
76,4,4,0,yes,15,0,1,0,yes,yes,Medium
252,4,2,1,yes,16,0,2,0,yes,yes,Medium
128,2,1,2,yes,18,2,2,0,yes,yes,Low
640,4,1,2,yes,18,1,3,0,no,no,Low
125,3,1,4,yes,15,0,2,2,no,yes,Low
443,4,2,1,yes,15,0,2,7,yes,yes,Low
631,1,3,1,yes,18,0,2,4,no,yes,Medium
64,4,2,3,yes,15,0,4,0,yes,yes,Medium
417,3,3,2,yes,18,0,2,5,no,yes,High
14,2,3,2,yes,15,0,1,0,no,yes,High
156,1,1,2,yes,17,0,3,8,no,no,Medium
40,2,2,2,yes,16,1,2,25,yes,yes,Medium
97,2,2,1,yes,16,0,1,0,no,no,Medium
379,3,2,1,yes,17,0,3,17,yes,yes,Medium
187,2,2,1,yes,16,0,2,0,yes,yes,High
368,4,1,4,yes,18,0,4,2,no,yes,Medium
216,4,2,3,yes,17,2,4,22,no,yes,Low
526,4,1,1,yes,17,0,2,1,no,yes,Medium
396,3,2,4,yes,18,0,3,6,yes,yes,High
52,4,1,2,yes,15,1,4,6,no,no,Medium
483,2,2,2,no,16,0,2,1,no,yes,Medium
337,3,2,2,yes,17,0,3,0,no,yes,Low
353,1,2,4,yes,18,0,2,2,no,no,Medium
324,1,1,2,no,18,0,4,10,no,yes,Medium
329,2,2,2,yes,17,0,2,12,no,yes,Medium
295,3,1,3,yes,17,0,3,4,no,yes,Medium
306,3,2,4,yes,18,0,4,6,yes,yes,High
251,3,2,3,yes,16,0,3,6,no,yes,Low
331,1,2,1,yes,17,0,2,0,no,yes,Medium
66,4,4,4,yes,15,0,5,0,yes,yes,Medium
60,4,2,4,yes,16,0,3,0,yes,no,High
270,3,2,3,yes,19,2,3,15,yes,yes,Low
420,2,2,2,yes,18,0,3,10,no,yes,High
467,2,2,2,yes,16,0,1,1,yes,yes,Medium
269,2,2,1,no,18,0,2,0,no,yes,Low
620,4,2,4,yes,17,0,1,4,yes,yes,High
201,2,2,3,yes,16,0,3,6,yes,no,Medium
161,3,2,2,yes,15,2,4,6,no,yes,Low
160,1,2,2,yes,15,0,4,6,no,no,Medium
334,2,3,1,yes,18,0,3,0,yes,yes,High
6,2,2,2,yes,16,0,1,0,no,yes,Medium
307,3,2,1,yes,17,0,4,0,yes,yes,Medium
81,2,3,3,yes,15,0,2,2,no,yes,Medium
426,3,1,3,yes,15,0,3,4,no,yes,Medium
376,1,3,1,yes,18,0,2,0,yes,yes,Medium
105,3,4,3,yes,15,0,1,10,no,no,Medium
170,1,1,1,yes,18,3,5,6,yes,no,Medium
389,1,2,1,yes,18,1,1,0,yes,no,Low
1,1,2,1,yes,17,0,1,4,no,yes,Low
605,1,1,1,no,19,1,3,0,no,no,Low
643,4,1,4,yes,18,0,2,4,yes,yes,Low
166,3,1,2,no,19,0,1,6,no,yes,Medium
536,2,4,2,yes,15,0,3,8,yes,no,Medium
80,2,1,3,yes,15,0,3,2,yes,yes,Medium
205,3,3,4,yes,17,1,4,28,no,yes,Medium
34,3,1,2,yes,16,0,1,0,no,yes,Medium
547,4,1,1,yes,16,0,1,0,no,yes,Medium
380,4,3,4,yes,17,0,3,0,yes,yes,Medium
113,4,1,2,yes,15,0,1,10,no,yes,High
32,4,2,3,yes,15,0,1,0,yes,yes,Medium
59,4,2,2,yes,16,0,1,2,no,yes,High
637,2,1,1,yes,18,0,3,0,yes,yes,Low
366,4,3,4,yes,18,0,2,0,no,yes,Medium
91,4,1,3,yes,15,0,3,4,yes,yes,High
339,3,2,2,yes,17,0,3,4,no,yes,Medium
502,2,4,2,yes,17,1,5,2,no,no,Low
169,1,1,2,yes,17,3,3,14,no,no,Low
345,3,3,2,yes,18,0,3,7,no,yes,Medium
381,4,3,4,yes,17,0,2,4,no,yes,High
241,4,2,4,yes,17,0,3,2,no,yes,Medium
13,4,2,3,yes,15,0,2,2,no,yes,Medium
315,2,3,3,yes,19,1,1,40,no,yes,Medium
205,1,2,1,yes,17,0,1,0,yes,yes,Medium
387,2,3,3,yes,19,1,2,0,yes,yes,Low
273,1,2,2,yes,17,0,2,2,yes,no,High
166,2,2,2,no,16,0,4,4,no,yes,Medium
445,1,2,1,yes,15,0,4,8,yes,no,Low
20,4,2,3,yes,15,0,1,0,no,yes,Medium
251,2,1,1,yes,16,0,1,4,no,yes,Medium
423,1,1,3,no,16,0,3,11,no,yes,Medium
89,4,2,4,yes,16,0,5,6,no,no,Medium
642,4,2,3,yes,17,0,1,0,no,yes,Low
109,4,3,4,yes,16,0,1,2,yes,yes,High
436,1,1,1,yes,15,1,2,4,no,yes,Low
243,4,1,4,yes,16,0,2,0,yes,yes,Medium
171,2,1,2,yes,16,0,2,4,no,no,Medium
480,2,1,3,no,19,1,1,0,no,yes,Medium
167,4,1,4,yes,17,0,1,0,no,no,Medium
622,1,2,3,yes,18,0,4,0,no,no,Low
291,2,2,1,no,18,1,4,4,yes,yes,Medium
562,2,2,2,yes,16,0,1,0,yes,no,Medium
189,1,2,2,yes,17,0,5,4,no,no,Low
387,2,1,2,yes,18,0,2,6,no,yes,High
580,1,1,1,yes,19,1,3,4,no,yes,Low
304,2,3,2,yes,18,0,1,0,yes,yes,Medium
80,2,1,3,yes,15,0,3,0,yes,yes,Medium
286,2,1,1,yes,17,0,4,0,no,yes,Medium
115,4,2,4,yes,16,0,2,6,yes,yes,High
79,3,2,4,yes,16,0,2,14,no,yes,Medium
461,1,1,1,yes,16,0,3,0,yes,yes,Medium
352,3,2,3,yes,19,0,2,0,yes,no,Medium
252,2,1,1,no,18,1,5,4,no,yes,Low
21,4,1,4,yes,15,0,1,0,no,yes,Medium
64,4,2,3,yes,15,0,4,0,yes,yes,Medium
276,3,2,2,no,18,0,1,75,no,yes,Medium
560,1,1,1,yes,17,0,3,0,yes,yes,Medium
385,2,3,2,yes,18,0,3,2,no,no,Medium
410,2,2,2,yes,17,0,3,0,yes,yes,High
343,2,2,2,yes,17,1,2,0,no,yes,Low
374,3,3,1,yes,17,0,3,0,no,yes,High
130,3,3,4,yes,15,2,2,0,no,yes,Low
476,2,1,1,yes,16,0,1,2,no,yes,Low
87,4,3,2,yes,15,0,3,4,yes,yes,Medium
330,2,4,2,yes,18,0,4,2,yes,yes,Low
71,4,4,2,yes,15,0,1,0,no,yes,Medium
121,2,4,2,yes,15,0,2,6,yes,yes,High
465,1,2,2,yes,18,1,3,9,yes,yes,Low
